Ticker,Date,Open,High,Low,Close,Adj Close,Volume
TSLA,"Mar 30, 2022",363.72,371.32,361.33,364.66,364.66,"59,865,000"
TSLA,"Mar 29, 2022",369.33,371.59,357.70,366.52,366.52,"73,614,900"
TSLA,"Mar 28, 2022",355.03,365.96,351.20,363.95,363.95,"102,506,100"
TSLA,"Mar 25, 2022",336.00,340.60,332.44,336.88,336.88,"62,031,600"
TSLA,"Mar 24, 2022",336.58,341.50,329.60,337.97,337.97,"68,920,800"
TSLA,"Mar 23, 2022",326.65,346.90,325.47,333.04,333.04,"120,676,200"
TSLA,"Mar 22, 2022",310.00,332.62,307.25,331.33,331.33,"105,868,500"
TSLA,"Mar 21, 2022",304.99,314.28,302.36,307.05,307.05,"81,981,600"
TSLA,"Mar 18, 2022",291.50,302.62,289.13,301.80,301.80,"100,414,200"
TSLA,"Mar 17, 2022",277.00,291.67,275.24,290.53,290.53,"66,582,900"
TSLA,"Mar 16, 2022",269.67,280.67,267.42,280.08,280.08,"84,028,800"
TSLA,"Mar 15, 2022",258.42,268.52,252.19,267.30,267.30,"66,841,200"
TSLA,"Mar 14, 2022",260.20,266.90,252.01,255.46,255.46,"71,152,200"
TSLA,"Mar 11, 2022",280.07,281.27,264.59,265.12,265.12,"67,037,100"
TSLA,"Mar 10, 2022",283.82,284.82,270.12,279.43,279.43,"58,648,500"
TSLA,"Mar 9, 2022",279.83,286.85,277.34,286.32,286.32,"59,184,000"
TSLA,"Mar 8, 2022",265.18,283.33,260.72,274.80,274.80,"80,399,100"
TSLA,"Mar 7, 2022",285.43,288.71,268.19,268.19,268.19,"72,494,100"
TSLA,"Mar 4, 2022",283.03,285.22,275.05,279.43,279.43,"66,999,600"
TSLA,"Mar 3, 2022",292.92,295.48,277.53,279.76,279.76,"61,623,600"
TSLA,"Mar 2, 2022",290.71,295.49,281.42,293.30,293.30,"74,643,300"
TSLA,"Mar 1, 2022",289.89,296.63,284.59,288.12,288.12,"74,766,900"
TSLA,"Feb 28, 2022",271.67,292.29,271.57,290.14,290.14,"99,006,900"
TSLA,"Feb 25, 2022",269.74,273.17,260.80,269.96,269.96,"76,067,700"
TSLA,"Feb 24, 2022",233.46,267.49,233.33,266.92,266.92,"135,322,200"
TSLA,"Feb 23, 2022",276.81,278.43,253.52,254.68,254.68,"95,256,900"
TSLA,"Feb 22, 2022",278.04,285.58,267.03,273.84,273.84,"83,288,100"
TSLA,"Feb 18, 2022",295.33,295.62,279.20,285.66,285.66,"68,501,700"
TSLA,"Feb 17, 2022",304.42,306.17,291.37,292.12,292.12,"55,178,400"
TSLA,"Feb 16, 2022",304.68,308.81,300.40,307.80,307.80,"51,294,300"
TSLA,"Feb 15, 2022",300.00,307.67,297.79,307.48,307.48,"57,286,200"
TSLA,"Feb 14, 2022",287.19,299.63,284.38,291.92,291.92,"67,756,500"
TSLA,"Feb 11, 2022",303.21,305.32,283.57,286.67,286.67,"79,645,800"
TSLA,"Feb 10, 2022",302.79,314.60,298.90,301.52,301.52,"66,126,900"
TSLA,"Feb 9, 2022",311.67,315.42,306.67,310.67,310.67,"52,259,400"
TSLA,"Feb 8, 2022",301.84,308.76,298.27,307.33,307.33,"50,729,100"
TSLA,"Feb 7, 2022",307.93,315.92,300.90,302.45,302.45,"60,994,500"
TSLA,"Feb 4, 2022",299.07,312.17,293.72,307.77,307.77,"73,625,400"
TSLA,"Feb 3, 2022",294.00,312.33,293.51,297.05,297.05,"78,855,600"
TSLA,"Feb 2, 2022",309.39,310.50,296.47,301.89,301.89,"66,792,900"
TSLA,"Feb 1, 2022",311.74,314.57,301.67,310.42,310.42,"73,138,200"
TSLA,"Jan 31, 2022",290.90,312.66,287.35,312.24,312.24,"104,436,000"
TSLA,"Jan 28, 2022",277.19,285.83,264.00,282.12,282.12,"134,789,100"
TSLA,"Jan 27, 2022",311.12,311.80,276.33,276.37,276.37,"147,109,500"
TSLA,"Jan 26, 2022",317.48,329.23,302.00,312.47,312.47,"104,867,400"
TSLA,"Jan 25, 2022",304.73,317.09,301.07,306.13,306.13,"86,595,900"
TSLA,"Jan 24, 2022",301.59,311.17,283.82,310.00,310.00,"151,565,700"
TSLA,"Jan 21, 2022",332.11,334.85,313.50,314.63,314.63,"103,416,000"
TSLA,"Jan 20, 2022",336.58,347.22,331.33,332.09,332.09,"70,488,600"
TSLA,"Jan 19, 2022",347.24,351.56,331.67,331.88,331.88,"75,442,500"
TSLA,"Jan 18, 2022",342.20,356.93,338.69,343.50,343.50,"66,743,400"
TSLA,"Jan 14, 2022",339.96,350.67,337.79,349.87,349.87,"72,924,300"
TSLA,"Jan 13, 2022",369.69,371.87,342.18,343.85,343.85,"97,209,900"
TSLA,"Jan 12, 2022",359.62,371.61,357.53,368.74,368.74,"83,739,000"
TSLA,"Jan 11, 2022",351.22,358.62,346.27,354.80,354.80,"66,063,300"
TSLA,"Jan 10, 2022",333.33,353.03,326.67,352.71,352.71,"91,815,000"
TSLA,"Jan 7, 2022",360.12,360.31,336.67,342.32,342.32,"84,164,700"
TSLA,"Jan 6, 2022",359.00,362.67,340.17,354.90,354.90,"90,336,600"
TSLA,"Jan 5, 2022",382.22,390.11,360.34,362.71,362.71,"80,119,800"
TSLA,"Jan 4, 2022",396.52,402.67,374.35,383.20,383.20,"100,248,300"
TSLA,"Jan 3, 2022",382.58,400.36,378.68,399.93,399.93,"103,931,400"
TSLA,"Dec 31, 2021",357.81,360.67,351.53,352.26,352.26,"40,733,700"
TSLA,"Dec 30, 2021",353.78,365.18,351.05,356.78,356.78,"47,040,900"
TSLA,"Dec 29, 2021",366.21,368.00,354.71,362.06,362.06,"56,154,000"
TSLA,"Dec 28, 2021",369.83,373.00,359.47,362.82,362.82,"60,324,000"
TSLA,"Dec 27, 2021",357.89,372.33,356.91,364.65,364.65,"71,145,900"
TSLA,"Dec 23, 2021",335.60,357.66,332.52,355.67,355.67,"92,713,200"
TSLA,"Dec 22, 2021",321.89,338.55,319.02,336.29,336.29,"93,634,200"
TSLA,"Dec 21, 2021",305.62,313.17,295.37,312.84,312.84,"71,517,900"
TSLA,"Dec 20, 2021",303.57,307.23,297.80,299.98,299.98,"56,480,100"
TSLA,"Dec 17, 2021",304.92,320.22,303.01,310.86,310.86,"100,437,300"
TSLA,"Dec 16, 2021",331.50,331.66,307.28,308.97,308.97,"82,771,500"
TSLA,"Dec 15, 2021",317.74,326.25,309.42,325.33,325.33,"75,169,200"
TSLA,"Dec 14, 2021",315.00,322.14,310.00,319.50,319.50,"70,806,300"
TSLA,"Dec 13, 2021",333.70,335.00,317.14,322.14,322.14,"78,595,500"
TSLA,"Dec 10, 2021",336.25,340.33,327.51,339.01,339.01,"59,664,300"
TSLA,"Dec 9, 2021",353.55,354.16,334.12,334.60,334.60,"59,438,400"
TSLA,"Dec 8, 2021",350.90,357.46,344.33,356.32,356.32,"41,906,400"
TSLA,"Dec 7, 2021",348.07,352.56,342.27,350.58,350.58,"56,084,700"
TSLA,"Dec 6, 2021",333.84,340.55,316.83,336.34,336.34,"81,663,000"
TSLA,"Dec 3, 2021",361.60,363.53,333.40,338.32,338.32,"92,322,000"
TSLA,"Dec 2, 2021",366.35,371.00,352.22,361.53,361.53,"73,114,800"
TSLA,"Dec 1, 2021",386.90,390.95,363.59,365.00,365.00,"68,450,400"
TSLA,"Nov 30, 2021",381.46,389.33,372.67,381.59,381.59,"81,276,000"
TSLA,"Nov 29, 2021",367.00,380.89,366.73,379.00,379.00,"58,393,500"
TSLA,"Nov 26, 2021",366.49,369.59,360.33,360.64,360.64,"35,042,700"
TSLA,"Nov 24, 2021",360.13,377.59,354.00,372.00,372.00,"67,680,600"
TSLA,"Nov 23, 2021",389.17,393.50,354.23,369.68,369.68,"108,515,100"
TSLA,"Nov 22, 2021",387.44,400.65,377.48,385.62,385.62,"99,217,500"
TSLA,"Nov 19, 2021",366.29,379.57,364.23,379.02,379.02,"64,926,900"
TSLA,"Nov 18, 2021",368.85,370.67,358.34,365.46,365.46,"62,696,700"
TSLA,"Nov 17, 2021",354.50,373.21,351.83,363.00,363.00,"94,336,200"
TSLA,"Nov 16, 2021",334.44,352.40,334.06,351.58,351.58,"79,627,200"
TSLA,"Nov 15, 2021",339.21,343.99,326.20,337.80,337.80,"104,326,800"
TSLA,"Nov 12, 2021",349.17,351.50,339.73,344.47,344.47,"76,719,300"
TSLA,"Nov 11, 2021",367.59,368.32,351.56,354.50,354.50,"67,189,800"
TSLA,"Nov 10, 2021",336.80,359.37,329.10,355.98,355.98,"128,408,100"
TSLA,"Nov 9, 2021",391.20,391.50,337.17,341.17,341.17,"177,317,400"
TSLA,"Nov 8, 2021",383.26,399.00,377.67,387.65,387.65,"100,337,100"
TSLA,"Nov 5, 2021",409.33,413.29,402.67,407.36,407.36,"64,886,400"
TSLA,"Nov 4, 2021",411.47,414.50,405.67,409.97,409.97,"76,192,200"
TSLA,"Nov 3, 2021",392.44,405.13,384.21,404.62,404.62,"103,885,500"
TSLA,"Nov 2, 2021",386.45,402.86,382.00,390.67,390.67,"128,213,400"
TSLA,"Nov 1, 2021",381.67,403.25,372.89,402.86,402.86,"168,146,100"
TSLA,"Oct 29, 2021",360.62,371.74,357.74,371.33,371.33,"89,755,200"
TSLA,"Oct 28, 2021",356.10,360.33,351.40,359.01,359.01,"81,639,600"
TSLA,"Oct 27, 2021",346.55,356.96,343.59,345.95,345.95,"115,579,500"
TSLA,"Oct 26, 2021",341.56,364.98,333.81,339.48,339.48,"187,245,000"
TSLA,"Oct 25, 2021",316.84,348.34,314.73,341.62,341.62,"188,556,300"
TSLA,"Oct 22, 2021",298.50,303.33,296.99,303.23,303.23,"68,642,400"
TSLA,"Oct 21, 2021",285.33,300.00,285.17,298.00,298.00,"94,444,500"
TSLA,"Oct 20, 2021",288.45,289.83,285.79,288.60,288.60,"42,096,300"
TSLA,"Oct 19, 2021",292.51,292.65,287.50,288.09,288.09,"52,143,300"
TSLA,"Oct 18, 2021",283.93,291.75,283.82,290.04,290.04,"72,621,600"
TSLA,"Oct 15, 2021",274.58,281.07,274.12,281.01,281.01,"56,773,800"
TSLA,"Oct 14, 2021",271.83,273.42,271.12,272.77,272.77,"36,741,600"
TSLA,"Oct 13, 2021",270.16,271.80,268.59,270.36,270.36,"42,360,300"
TSLA,"Oct 12, 2021",266.98,270.77,265.52,268.57,268.57,"66,060,000"
TSLA,"Oct 11, 2021",262.55,267.08,261.83,263.98,263.98,"42,600,900"
TSLA,"Oct 8, 2021",265.40,265.46,260.30,261.83,261.83,"50,215,800"
TSLA,"Oct 7, 2021",261.82,268.33,261.13,264.54,264.54,"57,587,400"
TSLA,"Oct 6, 2021",258.73,262.22,257.74,260.92,260.92,"43,898,400"
TSLA,"Oct 5, 2021",261.60,265.77,258.07,260.20,260.20,"55,297,800"
TSLA,"Oct 4, 2021",265.50,268.99,258.71,260.51,260.51,"91,449,900"
TSLA,"Oct 1, 2021",259.47,260.26,254.53,258.41,258.41,"51,094,200"
TSLA,"Sep 30, 2021",260.33,263.04,258.33,258.49,258.49,"53,868,000"
TSLA,"Sep 29, 2021",259.93,264.50,256.89,260.44,260.44,"62,828,700"
TSLA,"Sep 28, 2021",262.40,265.21,255.39,259.19,259.19,"76,144,200"
TSLA,"Sep 27, 2021",257.71,266.33,256.44,263.79,263.79,"84,212,100"
TSLA,"Sep 24, 2021",248.63,258.27,248.19,258.13,258.13,"64,119,000"
TSLA,"Sep 23, 2021",251.67,252.73,249.31,251.21,251.21,"35,842,500"
TSLA,"Sep 22, 2021",247.84,251.22,246.37,250.65,250.65,"45,378,900"
TSLA,"Sep 21, 2021",244.93,248.25,243.48,246.46,246.46,"48,992,100"
TSLA,"Sep 20, 2021",244.85,247.33,239.54,243.39,243.39,"74,273,100"
TSLA,"Sep 17, 2021",252.38,253.68,250.00,253.16,253.16,"84,612,600"
TSLA,"Sep 16, 2021",250.94,252.97,249.20,252.33,252.33,"41,770,200"
TSLA,"Sep 15, 2021",248.33,252.29,246.12,251.94,251.94,"46,073,100"
TSLA,"Sep 14, 2021",247.52,251.49,245.47,248.16,248.16,"55,574,700"
TSLA,"Sep 13, 2021",246.74,248.26,236.28,247.67,247.67,"68,857,500"
TSLA,"Sep 10, 2021",253.20,254.20,244.84,245.42,245.42,"45,552,600"
TSLA,"Sep 9, 2021",251.14,254.03,250.54,251.62,251.62,"42,233,100"
TSLA,"Sep 8, 2021",253.86,254.82,246.92,251.29,251.29,"56,379,000"
TSLA,"Sep 7, 2021",246.67,253.40,246.42,250.97,250.97,"60,119,400"
TSLA,"Sep 3, 2021",244.08,244.67,241.40,244.52,244.52,"45,738,300"
TSLA,"Sep 2, 2021",244.83,246.99,243.51,244.13,244.13,"38,331,900"
AAPL,"Aug 31, 2022",160.31,160.58,157.14,157.22,155.16,"87,991,100"
AAPL,"Aug 30, 2022",162.13,162.56,157.72,158.91,156.82,"77,906,200"
AAPL,"Aug 29, 2022",161.15,162.90,159.82,161.38,159.26,"73,314,000"
AAPL,"Aug 26, 2022",170.57,171.05,163.56,163.62,161.47,"78,961,000"
AAPL,"Aug 25, 2022",168.78,170.14,168.35,170.03,167.80,"51,218,200"
AAPL,"Aug 24, 2022",167.32,168.11,166.25,167.53,165.33,"53,841,500"
AAPL,"Aug 23, 2022",167.08,168.71,166.65,167.23,165.03,"54,147,100"
AAPL,"Aug 22, 2022",169.69,169.86,167.14,167.57,165.37,"69,026,800"
AAPL,"Aug 19, 2022",173.03,173.74,171.31,171.52,169.27,"70,346,300"
AAPL,"Aug 18, 2022",173.75,174.90,173.12,174.15,171.86,"62,290,100"
AAPL,"Aug 17, 2022",172.77,176.15,172.57,174.55,172.26,"79,542,000"
AAPL,"Aug 16, 2022",172.78,173.71,171.66,173.03,170.76,"56,377,100"
AAPL,"Aug 15, 2022",171.52,173.39,171.35,173.19,170.92,"54,091,700"
AAPL,"Aug 12, 2022",169.82,172.17,169.40,172.10,169.84,"68,039,400"
AAPL,"Aug 11, 2022",170.06,170.99,168.19,168.49,166.28,"57,149,200"
AAPL,"Aug 10, 2022",167.68,169.34,166.90,169.24,167.02,"70,170,500"
AAPL,"Aug 9, 2022",164.02,165.82,163.25,164.92,162.75,"63,135,500"
AAPL,"Aug 8, 2022",166.37,167.81,164.20,164.87,162.71,"60,276,900"
AAPL,"Aug 5, 2022",163.21,165.85,163.00,165.35,163.18,"56,697,000"
AAPL,"Aug 4, 2022",166.01,167.19,164.43,165.81,163.41,"55,474,100"
AAPL,"Aug 3, 2022",160.84,166.59,160.75,166.13,163.72,"82,507,500"
AAPL,"Aug 2, 2022",160.10,162.41,159.63,160.01,157.69,"59,907,000"
AAPL,"Aug 1, 2022",161.01,163.59,160.89,161.51,159.17,"67,829,400"
AAPL,"Jul 29, 2022",161.24,163.63,159.50,162.51,160.15,"101,786,900"
AAPL,"Jul 28, 2022",156.98,157.64,154.41,157.35,155.07,"81,378,700"
AAPL,"Jul 27, 2022",152.58,157.33,152.16,156.79,154.52,"78,620,700"
AAPL,"Jul 26, 2022",152.26,153.09,150.80,151.60,149.40,"55,138,700"
AAPL,"Jul 25, 2022",154.01,155.04,152.28,152.95,150.73,"53,623,900"
AAPL,"Jul 22, 2022",155.39,156.28,153.41,154.09,151.86,"66,675,400"
AAPL,"Jul 21, 2022",154.50,155.57,151.94,155.35,153.10,"65,086,600"
AAPL,"Jul 20, 2022",151.12,153.72,150.37,153.04,150.82,"64,823,400"
AAPL,"Jul 19, 2022",147.92,151.23,146.91,151.00,148.81,"82,982,400"
AAPL,"Jul 18, 2022",150.74,151.57,146.70,147.07,144.94,"81,420,900"
AAPL,"Jul 15, 2022",149.78,150.86,148.20,150.17,147.99,"76,259,900"
AAPL,"Jul 14, 2022",144.08,148.95,143.25,148.47,146.32,"78,140,700"
AAPL,"Jul 13, 2022",142.99,146.45,142.12,145.49,143.38,"71,185,600"
AAPL,"Jul 12, 2022",145.76,148.45,145.05,145.86,143.75,"77,588,800"
AAPL,"Jul 11, 2022",145.67,146.64,143.78,144.87,142.77,"63,141,600"
AAPL,"Jul 8, 2022",145.26,147.55,145.00,147.04,144.91,"64,547,800"
AAPL,"Jul 7, 2022",143.29,146.55,143.28,146.35,144.23,"66,253,700"
AAPL,"Jul 6, 2022",141.35,144.12,141.08,142.92,140.85,"74,064,300"
AAPL,"Jul 5, 2022",137.77,141.61,136.93,141.56,139.51,"73,353,800"
AAPL,"Jul 1, 2022",136.04,139.04,135.66,138.93,136.92,"71,051,600"
AAPL,"Jun 30, 2022",137.25,138.37,133.77,136.72,134.74,"98,964,500"
AAPL,"Jun 29, 2022",137.46,140.67,136.67,139.23,137.21,"66,242,400"
AAPL,"Jun 28, 2022",142.13,143.42,137.32,137.44,135.45,"67,083,400"
AAPL,"Jun 27, 2022",142.70,143.49,140.97,141.66,139.61,"70,207,900"
AAPL,"Jun 24, 2022",139.90,141.91,139.77,141.66,139.61,"89,116,800"
AAPL,"Jun 23, 2022",136.82,138.59,135.63,138.27,136.27,"72,433,800"
AAPL,"Jun 22, 2022",134.79,137.76,133.91,135.35,133.39,"73,409,200"
AAPL,"Jun 21, 2022",133.42,137.06,133.32,135.87,133.90,"81,000,500"
AAPL,"Jun 17, 2022",130.07,133.08,129.81,131.56,129.65,"134,520,300"
AAPL,"Jun 16, 2022",132.08,132.39,129.04,130.06,128.17,"108,123,900"
AAPL,"Jun 15, 2022",134.29,137.34,132.16,135.43,133.47,"91,533,000"
AAPL,"Jun 14, 2022",133.13,133.89,131.48,132.76,130.84,"84,784,300"
AAPL,"Jun 13, 2022",132.87,135.20,131.44,131.88,129.97,"122,207,100"
AAPL,"Jun 10, 2022",140.28,140.76,137.06,137.13,135.14,"91,437,900"
AAPL,"Jun 9, 2022",147.08,147.95,142.53,142.64,140.57,"69,473,000"
AAPL,"Jun 8, 2022",148.58,149.87,147.46,147.96,145.81,"53,950,200"
AAPL,"Jun 7, 2022",144.35,149.00,144.10,148.71,146.55,"67,808,200"
AAPL,"Jun 6, 2022",147.03,148.57,144.90,146.14,144.02,"71,598,400"
AAPL,"Jun 3, 2022",146.90,147.97,144.46,145.38,143.27,"88,570,300"
AAPL,"Jun 2, 2022",147.83,151.27,146.86,151.21,149.02,"72,348,100"
AAPL,"Jun 1, 2022",149.90,151.74,147.68,148.71,146.55,"74,286,600"
AAPL,"May 31, 2022",149.07,150.66,146.84,148.84,146.68,"103,718,400"
AAPL,"May 27, 2022",145.39,149.68,145.26,149.64,147.47,"90,978,500"
